timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 01:55:55.395, 0, 85 %, 75 %, 3567 MiB, 49140 MiB, 276.60 W, 300.00 W, 66, 2445 MHz
2026/09/23 01:55:56.396, 0, 93 %, 83 %, 3567 MiB, 49140 MiB, 278.15 W, 300.00 W, 66, 2460 MHz
2026/09/23 01:55:57.397, 0, 89 %, 79 %, 3567 MiB, 49140 MiB, 277.00 W, 300.00 W, 65, 2520 MHz
2026/09/23 01:55:58.397, 0, 90 %, 80 %, 3567 MiB, 49140 MiB, 278.00 W, 300.00 W, 66, 2400 MHz
2026/09/23 01:55:59.398, 0, 89 %, 79 %, 3567 MiB, 49140 MiB, 277.20 W, 300.00 W, 65, 2370 MHz
2026/09/23 01:56:00.399, 0, 91 %, 80 %, 3567 MiB, 49140 MiB, 276.42 W, 300.00 W, 68, 2565 MHz
2026/09/23 01:56:01.399, 0, 89 %, 79 %, 3567 MiB, 49140 MiB, 274.58 W, 300.00 W, 67, 2535 MHz
2026/09/23 01:56:02.400, 0, 92 %, 81 %, 3567 MiB, 49140 MiB, 279.95 W, 300.00 W, 66, 2475 MHz
2026/09/23 01:56:03.401, 0, 94 %, 84 %, 3567 MiB, 49140 MiB, 278.50 W, 300.00 W, 67, 2400 MHz
2026/09/23 01:56:04.402, 0, 89 %, 78 %, 3567 MiB, 49140 MiB, 278.61 W, 300.00 W, 66, 2265 MHz
2026/09/23 01:56:05.403, 0, 3 %, 0 %, 3567 MiB, 49140 MiB, 211.32 W, 300.00 W, 62, 2745 MHz
2026/09/23 01:56:06.404, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 82.89 W, 300.00 W, 61, 2745 MHz
2026/09/23 01:56:07.405, 0, 90 %, 80 %, 3567 MiB, 49140 MiB, 200.60 W, 300.00 W, 66, 2520 MHz
2026/09/23 01:56:08.406, 0, 91 %, 80 %, 3567 MiB, 49140 MiB, 276.23 W, 300.00 W, 66, 2460 MHz
2026/09/23 01:56:09.407, 0, 85 %, 75 %, 3567 MiB, 49140 MiB, 277.94 W, 300.00 W, 67, 2475 MHz
2026/09/23 01:56:10.408, 0, 91 %, 81 %, 3567 MiB, 49140 MiB, 275.53 W, 300.00 W, 67, 2370 MHz
2026/09/23 01:56:11.408, 0, 90 %, 78 %, 3567 MiB, 49140 MiB, 277.96 W, 300.00 W, 67, 2490 MHz
2026/09/23 01:56:12.410, 0, 94 %, 82 %, 3567 MiB, 49140 MiB, 277.66 W, 300.00 W, 68, 2430 MHz
2026/09/23 01:56:13.411, 0, 88 %, 78 %, 3567 MiB, 49140 MiB, 279.89 W, 300.00 W, 67, 2355 MHz
2026/09/23 01:56:14.412, 0, 87 %, 76 %, 3567 MiB, 49140 MiB, 277.82 W, 300.00 W, 69, 2565 MHz
2026/09/23 01:56:15.413, 0, 89 %, 78 %, 3567 MiB, 49140 MiB, 277.81 W, 300.00 W, 69, 2505 MHz
2026/09/23 01:56:16.414, 0, 90 %, 78 %, 3567 MiB, 49140 MiB, 275.97 W, 300.00 W, 68, 2475 MHz
2026/09/23 01:56:17.415, 0, 88 %, 77 %, 3567 MiB, 49140 MiB, 277.24 W, 300.00 W, 68, 2460 MHz
2026/09/23 01:56:18.416, 0, 56 %, 35 %, 3567 MiB, 49140 MiB, 272.37 W, 300.00 W, 70, 2730 MHz
